LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,Foundation,BsmtExposure,TotalBsmtSF,Electrical,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageType,GarageCars,GarageArea,SaleType,SaleCondition,SalePrice
71,8520,Pave,Reg,Lvl,Corner,1Fam,1.5Fin,Gable,BrkFace,Wd Sdng,CBlock,No,910,SBrkr,910,475,2,4,1,6,Detchd,2,720,WD,Normal,166000
78,10335,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Gd,1490,SBrkr,1501,0,2,3,1,6,Attchd,2,577,WD,Normal,204000
70,9100,Pave,Reg,Lvl,Inside,Duplex,1Story,Gable,HdBoard,HdBoard,CBlock,No,1728,SBrkr,1728,0,2,6,2,10,Detchd,2,504,ConLI,Abnorml,125000
24,2522,Pave,Reg,Lvl,Inside,Twnhs,2Story,Gable,VinylSd,VinylSd,PConc,No,970,SBrkr,970,739,2,3,1,7,Detchd,2,380,WD,Normal,130000
51,6120,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,BrkTil,No,715,FuseA,875,0,1,2,1,5,Detchd,1,180,WD,Normal,105000
NA,9505,Pave,IR1,Lvl,CulDSac,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,884,SBrkr,884,1151,2,3,1,8,BuiltIn,2,434,WD,Normal,222500
63,7500,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1080,SBrkr,1080,0,1,3,1,6,NA,0,0,WD,Normal,141000
NA,6240,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,MetalSd,MetalSd,BrkTil,No,896,FuseA,896,448,1,3,1,7,Detchd,1,240,WD,Normal,115000
120,10356,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,HdBoard,HdBoard,CBlock,Av,969,SBrkr,969,0,1,3,1,5,Attchd,2,440,WD,Normal,122000
107,13891,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,VinylSd,VinylSd,PConc,Gd,1710,SBrkr,1710,0,2,2,1,6,Attchd,3,866,New,Partial,372402
NA,14803,Pave,IR1,Lvl,CulDSac,1Fam,2Story,Gable,HdBoard,HdBoard,CBlock,No,825,SBrkr,1097,896,2,4,1,8,Attchd,2,495,WD,Normal,190000
NA,13500,Pave,Reg,Lvl,Inside,1Fam,1Story,Flat,BrkFace,Plywood,CBlock,Gd,1602,SBrkr,1252,0,1,1,1,4,Attchd,2,564,WD,Normal,235000
84,11340,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,BrkTil,No,1200,FuseA,1200,0,1,4,1,7,Detchd,1,312,WD,Family,125000
60,9600,Pave,Reg,Lvl,Corner,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,BrkTil,No,572,FuseF,572,524,1,2,1,5,NA,0,0,WD,Normal,79000
60,7200,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,CBlock,NA,0,FuseF,1040,0,1,2,1,5,Detchd,2,625,WD,Normal,109500
92,12003,Pave,Reg,Lvl,Corner,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,774,SBrkr,774,1194,2,4,1,8,BuiltIn,3,680,New,Partial,269500
100,12552,Pave,Reg,Lvl,Corner,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,991,SBrkr,991,956,2,3,1,8,Attchd,2,678,WD,Normal,254900
134,19378,Pave,IR1,HLS,Corner,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Mn,1392,SBrkr,1392,1070,2,4,1,9,Attchd,2,576,New,Partial,320000
NA,11120,Pave,IR1,Lvl,CulDSac,1Fam,1Story,Gable,Plywood,Plywood,PConc,No,1232,SBrkr,1232,0,2,3,1,6,Attchd,2,516,WD,Normal,162500
110,13688,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Av,1572,SBrkr,1572,1096,2,3,1,10,BuiltIn,3,726,WD,Normal,412500
95,12182,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Mn,1541,SBrkr,1541,0,2,3,1,7,Attchd,2,532,New,Partial,220000
55,5500,Pave,Reg,Lvl,Inside,1Fam,1.5Unf,Gable,MetalSd,MetalSd,CBlock,No,882,SBrkr,882,0,1,1,1,4,NA,0,0,WD,Normal,103200
40,5400,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,MetalSd,MetalSd,BrkTil,Mn,1149,FuseA,1149,467,2,3,1,5,Detchd,1,216,WD,Normal,152000
62,10106,Pave,Reg,Lvl,Inside,2fmCon,1.5Fin,Gable,Wd Sdng,Wd Sdng,BrkTil,No,644,SBrkr,808,547,2,4,2,6,NA,0,0,WD,Normal,127500
NA,10708,Pave,IR1,Lvl,Inside,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,CBlock,No,1617,FuseA,1867,0,1,2,1,7,Attchd,1,303,COD,Normal,190000
86,10562,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,1582,SBrkr,1610,551,1,3,1,8,Attchd,3,789,New,Partial,325624
62,8244,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,840,SBrkr,840,880,2,3,1,7,Attchd,2,440,WD,Normal,183500
NA,16669,Pave,IR1,Lvl,Corner,1Fam,1Story,Hip,Plywood,Plywood,CBlock,No,1686,SBrkr,1707,0,2,2,1,6,Attchd,2,511,WD,Normal,228000
NA,12358,Pave,IR1,Lvl,Inside,1Fam,1.5Fin,Gable,MetalSd,MetalSd,CBlock,No,720,SBrkr,854,0,1,2,1,7,Detchd,2,660,WD,Normal,128500
141,31770,Pave,IR1,Lvl,Corner,1Fam,1Story,Hip,BrkFace,Plywood,CBlock,Gd,1080,SBrkr,1656,0,1,3,1,7,Attchd,2,528,WD,Normal,215000
44,5306,Pave,IR1,Lvl,Inside,TwnhsE,2Story,Gable,HdBoard,HdBoard,PConc,No,1064,SBrkr,1064,703,2,2,1,5,Attchd,2,504,WD,Normal,239000
80,10197,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,WdShing,Wd Shng,CBlock,No,1362,SBrkr,1362,0,1,3,1,6,Attchd,2,504,COD,Normal,163000
47,12416,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,VinylSd,Plywood,CBlock,No,1606,SBrkr,1651,0,2,3,1,7,Attchd,2,616,WD,Normal,184000
84,12615,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,WdShing,Wd Shng,CBlock,Av,1202,SBrkr,2158,0,2,4,1,7,Attchd,2,576,WD,Normal,243000
97,10029,Pave,IR1,Lvl,Corner,1Fam,2Story,Gable,Plywood,Plywood,PConc,No,1151,SBrkr,1164,896,2,4,1,8,Attchd,2,521,WD,Normal,211000
NA,13650,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,MetalSd,MetalSd,CBlock,No,1052,SBrkr,1252,668,2,4,1,8,Attchd,2,451,WD,Normal,172500
63,17423,Pave,IR1,Lvl,CulDSac,1Fam,1Story,Hip,VinylSd,VinylSd,PConc,No,2216,SBrkr,2234,0,2,1,1,9,Attchd,3,1166,New,Partial,501837
60,8520,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,CBlock,No,968,SBrkr,968,0,1,2,1,5,Detchd,2,480,WD,Normal,100000
NA,2117,Pave,Reg,Lvl,Inside,Twnhs,2Story,Gable,MetalSd,MetalSd,PConc,No,756,SBrkr,769,756,2,3,1,5,Detchd,2,440,WD,Normal,177000
54,7588,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,Stucco,Stucco,BrkTil,No,793,SBrkr,901,901,1,4,1,9,Detchd,1,216,WD,Normal,200100
60,9060,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,PConc,NA,0,SBrkr,1340,0,1,3,1,7,Attchd,1,252,WD,Normal,120000
63,11426,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,VinylSd,VinylSd,PConc,No,1362,SBrkr,1362,720,2,3,1,6,Detchd,2,484,WD,Normal,200000
92,7438,Pave,IR1,Lvl,Inside,1Fam,1.5Fin,Gable,AsbShng,Plywood,PConc,No,504,SBrkr,936,316,1,3,1,5,Attchd,2,576,WD,Normal,127000
90,22950,Pave,IR2,Lvl,Inside,1Fam,2.5Fin,Gable,Wd Sdng,Wd Sdng,BrkTil,Mn,1107,SBrkr,1518,1518,2,4,1,12,Detchd,3,840,WD,Normal,475000
NA,9947,Pave,IR1,Lvl,CulDSac,1Fam,SLvl,Gable,HdBoard,HdBoard,PConc,Av,1188,SBrkr,1217,0,2,3,1,6,Attchd,2,497,WD,Normal,173000
60,10410,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,HdBoard,HdBoard,CBlock,No,660,SBrkr,808,704,2,3,1,8,Detchd,1,180,WD,Normal,135000
64,7018,Pave,Reg,Bnk,Inside,Duplex,SFoyer,Gable,Plywood,Plywood,CBlock,Av,1086,SBrkr,1224,0,0,2,2,6,Detchd,2,528,WD,Alloca,153337
41,4923,Pave,Reg,Lvl,Inside,TwnhsE,1Story,Gable,CemntBd,CmentBd,PConc,Av,1593,SBrkr,1593,0,1,0,1,5,Attchd,2,682,WD,Normal,286000
70,10570,Pave,Reg,Bnk,Inside,1Fam,2Story,Hip,BrkFace,BrkFace,CBlock,No,853,SBrkr,1549,1178,2,3,1,10,Detchd,2,440,WD,Normal,315000
NA,7472,Pave,IR1,Lvl,CulDSac,1Fam,2Story,Gable,HdBoard,HdBoard,CBlock,No,725,SBrkr,725,754,1,4,1,7,Attchd,2,484,WD,Normal,184000
68,9017,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Av,1431,SBrkr,1431,0,2,3,1,6,Attchd,2,666,WD,Normal,192000
24,2522,Pave,Reg,Lvl,Inside,Twnhs,2Story,Gable,VinylSd,VinylSd,PConc,No,970,SBrkr,970,739,2,3,1,7,Detchd,2,380,WD,Normal,130000
60,7180,Pave,IR1,Lvl,Inside,1Fam,1Story,Hip,HdBoard,HdBoard,CBlock,Av,864,SBrkr,864,0,1,3,1,5,Detchd,1,352,WD,Normal,127000
24,2280,Pave,Reg,Lvl,FR2,Twnhs,2Story,Gable,Plywood,Brk Cmn,CBlock,No,855,SBrkr,855,601,2,3,1,7,Attchd,2,440,WD,Normal,148500
79,9416,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,CemntBd,CmentBd,PConc,No,1726,SBrkr,1726,0,2,3,1,8,Attchd,3,786,New,Partial,311872
174,25419,Pave,Reg,Lvl,Corner,1Fam,2Story,Gable,Stucco,Stucco,PConc,No,1360,SBrkr,1360,1360,2,4,1,8,Detchd,2,795,WD,Abnorml,235000
92,5520,Pave,Reg,Lvl,Corner,1Fam,2.5Fin,Gable,Wd Sdng,Wd Sdng,CBlock,No,755,SBrkr,929,929,1,5,1,8,NA,0,0,WD,Abnorml,104000
76,9591,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,VinylSd,VinylSd,PConc,Av,1713,SBrkr,1713,0,2,3,1,7,Attchd,3,856,WD,Normal,274900
80,8546,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1121,SBrkr,1121,0,2,2,1,5,Attchd,2,440,WD,Normal,140000
75,10125,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,Plywood,Plywood,CBlock,No,1196,SBrkr,1279,0,2,3,1,6,Detchd,2,473,WD,Normal,171500
50,7000,Pave,Reg,Lvl,Corner,1Fam,1.5Fin,Gable,MetalSd,MetalSd,BrkTil,No,617,SBrkr,865,445,2,2,1,6,Attchd,1,398,COD,Normal,112000
NA,4438,Pave,Reg,Lvl,Inside,TwnhsE,1Story,Gable,VinylSd,VinylSd,PConc,Av,848,SBrkr,848,0,1,1,1,3,Attchd,2,420,WD,Normal,149000
50,3500,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,AsbShng,AsbShng,CBlock,No,720,SBrkr,720,564,1,2,1,5,Detchd,1,240,WD,Normal,110000
99,11851,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,HdBoard,HdBoard,PConc,No,1424,SBrkr,1442,0,2,3,1,5,Attchd,2,500,WD,Normal,180500
40,13673,Pave,IR1,Lvl,CulDSac,1Fam,1Story,Gable,HdBoard,HdBoard,CBlock,No,1140,SBrkr,1696,0,1,3,1,8,Attchd,1,349,WD,Normal,143900
NA,12493,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,PConc,No,1100,SBrkr,1100,0,1,3,1,6,Attchd,1,312,WD,Normal,141000
NA,14364,Pave,IR1,Low,Inside,1Fam,2Story,Gable,Plywood,Plywood,CBlock,Gd,1157,SBrkr,1180,882,2,3,1,7,Attchd,2,454,WD,Normal,277000
75,8250,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,HdBoard,HdBoard,CBlock,No,1092,SBrkr,1092,0,1,3,1,6,Attchd,2,504,WD,Normal,145000
67,5604,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,Stucco,Stucco,CBlock,No,864,FuseA,864,0,1,2,1,5,NA,0,0,WD,Normal,98000
83,10420,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Mn,1212,SBrkr,1212,0,2,3,1,6,Attchd,2,460,WD,Normal,186000
72,8640,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,900,SBrkr,932,920,2,3,1,7,Attchd,2,644,New,Partial,252678
43,13568,Pave,IR2,Lvl,CulDSac,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,990,SBrkr,990,0,1,3,1,5,Attchd,2,576,WD,Normal,156000
NA,10900,Pave,IR1,Lvl,FR2,1Fam,2Story,Gable,HdBoard,HdBoard,CBlock,No,689,SBrkr,689,703,1,3,1,6,Attchd,1,299,WD,Normal,161750
72,10011,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,HdBoard,HdBoard,CBlock,No,1070,SBrkr,1236,0,1,2,1,6,Attchd,1,447,WD,Normal,134450
65,8450,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Mn,1436,SBrkr,1436,0,2,3,1,8,Attchd,2,484,WD,Normal,210000
57,9906,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,MetalSd,MetalSd,CBlock,No,686,SBrkr,810,518,1,3,1,8,Detchd,1,210,WD,Family,107000
NA,15660,Pave,IR1,Lvl,Corner,1Fam,1.5Fin,Gable,VinylSd,VinylSd,CBlock,No,798,SBrkr,1137,817,1,3,1,8,Attchd,2,431,WD,Normal,311500
43,3010,Pave,Reg,Lvl,Inside,TwnhsE,1Story,Gable,VinylSd,VinylSd,PConc,Av,1248,SBrkr,1248,0,2,2,1,5,Attchd,2,438,New,Partial,167240
73,8990,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Mn,1498,SBrkr,1498,0,2,2,1,5,Attchd,2,675,New,Partial,204900
NA,8068,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,1010,SBrkr,1010,1257,2,4,1,8,BuiltIn,2,390,ConLI,Normal,200000
85,11475,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,CBlock,No,713,SBrkr,811,741,2,3,1,6,Attchd,2,434,WD,Normal,179900
70,10500,Pave,Reg,Lvl,FR2,1Fam,1Story,Gable,HdBoard,HdBoard,CBlock,No,864,SBrkr,864,0,1,2,1,4,Detchd,2,576,WD,Abnorml,97000
103,13472,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,VinylSd,VinylSd,PConc,Gd,2392,SBrkr,2392,0,2,3,1,8,Attchd,3,968,WD,Normal,386250
21,1680,Pave,Reg,Lvl,Inside,Twnhs,2Story,Gable,HdBoard,HdBoard,CBlock,No,630,SBrkr,630,672,2,3,1,6,Detchd,1,280,COD,Abnorml,112000
82,9950,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,1203,SBrkr,1214,1306,2,4,1,9,Attchd,3,721,WD,Abnorml,290000
21,1869,Pave,Reg,Lvl,Inside,Twnhs,2Story,Gable,HdBoard,HdBoard,CBlock,No,483,SBrkr,483,504,1,2,1,5,Detchd,1,280,WD,Normal,106000
70,8521,Pave,Reg,Lvl,FR2,1Fam,1Story,Gable,HdBoard,HdBoard,CBlock,No,912,SBrkr,912,0,1,3,1,5,Detchd,1,336,WD,Normal,125000
43,3182,Pave,Reg,Lvl,Inside,TwnhsE,1Story,Gable,VinylSd,VinylSd,PConc,Av,1373,SBrkr,1555,0,2,2,1,7,Attchd,2,430,WD,Normal,192500
73,8760,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,MetalSd,MetalSd,CBlock,No,1194,SBrkr,1194,0,1,3,1,6,Attchd,1,312,WD,Normal,148000
174,15138,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,1462,SBrkr,1490,1304,2,4,1,9,Attchd,3,810,WD,Normal,403000
21,1680,Pave,Reg,Lvl,Inside,Twnhs,2Story,Gable,HdBoard,HdBoard,CBlock,No,483,SBrkr,483,504,1,2,1,5,Attchd,1,288,WD,Normal,94500
75,10650,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,HdBoard,HdBoard,CBlock,Av,894,SBrkr,894,0,1,3,1,5,Attchd,1,308,WD,Normal,128200
NA,7851,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,860,SBrkr,860,1100,2,4,1,8,BuiltIn,2,440,WD,Normal,216500
21,1680,Pave,Reg,Lvl,Inside,TwnhsE,2Story,Gable,HdBoard,HdBoard,CBlock,No,483,SBrkr,483,504,1,2,1,5,Detchd,1,264,WD,Normal,89500
65,8773,Pave,Reg,Lvl,FR2,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Av,1414,SBrkr,1414,0,2,3,1,6,Attchd,2,494,WD,Normal,185500
NA,9453,Pave,IR1,Lvl,CulDSac,1Fam,2Story,Gable,HdBoard,HdBoard,PConc,No,996,SBrkr,1014,730,2,3,1,7,Attchd,2,457,WD,Normal,194500
93,12030,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,VinylSd,VinylSd,PConc,No,1694,SBrkr,1694,0,2,3,1,7,Attchd,3,818,New,Partial,318000
52,8741,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,VinylSd,VinylSd,CBlock,No,735,FuseA,798,689,1,3,1,7,Detchd,1,220,WD,Normal,113000
75,9000,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Av,1566,SBrkr,1566,0,2,3,1,7,Attchd,2,750,WD,Normal,262500
40,3880,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,CBlock,No,686,SBrkr,866,0,1,2,1,4,NA,0,0,WD,Normal,110500
63,5000,Pave,Reg,Lvl,Corner,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,BrkTil,No,540,FuseA,889,551,1,3,1,6,Attchd,1,352,WD,Normal,79000
75,10762,Pave,Reg,Lvl,Corner,TwnhsE,2Story,Gable,Plywood,Plywood,CBlock,No,626,SBrkr,626,591,1,3,1,6,Attchd,1,288,WD,Normal,120000
NA,8880,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,948,SBrkr,1222,888,2,3,1,8,Attchd,2,463,WD,Normal,205000
80,10400,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,CBlock,Av,1845,SBrkr,1872,0,2,3,1,6,Attchd,2,604,WD,Normal,241500
69,9142,Pave,Reg,Lvl,Inside,2fmCon,2Story,Gable,AsbShng,AsbShng,Stone,No,1020,FuseP,908,1020,2,4,2,9,Detchd,1,440,WD,Normal,137000
75,11310,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,Wd Sdng,BrkFace,CBlock,No,1367,SBrkr,1375,0,1,2,1,5,Attchd,2,451,WD,Normal,140000
72,11317,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,840,SBrkr,840,828,2,3,1,8,Attchd,2,500,WD,Normal,180000
NA,159000,Pave,IR2,Low,CulDSac,1Fam,1.5Fin,Gable,Wd Sdng,HdBoard,CBlock,Gd,1444,SBrkr,1444,700,2,4,1,7,Attchd,2,389,WD,Normal,277000
55,5350,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,Wd Sdng,Plywood,CBlock,No,728,SBrkr,1306,0,1,3,1,6,NA,0,0,WD,Normal,76500
44,4750,Pave,IR1,HLS,Inside,TwnhsE,1Story,Hip,VinylSd,VinylSd,PConc,Gd,1573,SBrkr,1625,0,2,2,1,5,Attchd,2,538,WD,Family,235000
65,8366,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,798,SBrkr,798,842,2,3,1,6,Attchd,2,520,WD,Normal,173000
85,9350,Pave,Reg,Lvl,Inside,1Fam,SLvl,Hip,HdBoard,HdBoard,CBlock,Gd,1302,SBrkr,1302,0,2,3,1,7,Attchd,1,309,CWD,Normal,158000
70,8400,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,MetalSd,MetalSd,CBlock,No,1314,SBrkr,1314,0,1,3,1,5,Attchd,1,294,WD,Normal,145000
66,8738,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,975,SBrkr,1005,1286,2,4,1,8,BuiltIn,2,429,WD,Normal,230000
64,8791,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,864,SBrkr,864,864,2,3,1,7,Attchd,2,673,WD,Normal,207500
68,8814,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1604,SBrkr,1604,0,2,3,1,8,Attchd,2,660,WD,Abnorml,220000
80,12435,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,963,SBrkr,963,829,2,3,1,7,Attchd,2,564,WD,Normal,231500
70,12702,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,BrkFace,BrkFace,PConc,NA,0,FuseA,882,0,1,2,1,4,Detchd,1,308,WD,Normal,97000
120,19296,Pave,Reg,Lvl,Corner,1Fam,SLvl,Gable,Wd Sdng,Wd Sdng,CBlock,Gd,1362,SBrkr,1382,0,1,3,1,6,Attchd,2,884,WD,Normal,176000
69,9588,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,CemntBd,CmentBd,PConc,No,1482,SBrkr,1482,1092,2,3,1,10,BuiltIn,3,868,New,Partial,276000
88,8471,Pave,IR1,Lvl,Corner,1Fam,SLvl,Gable,HdBoard,Plywood,CBlock,Av,506,SBrkr,1212,0,1,3,1,6,Attchd,2,492,WD,Normal,151000
50,5500,Pave,Reg,Lvl,Corner,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,BrkTil,No,926,SBrkr,926,0,1,3,1,6,Detchd,2,484,WD,Normal,130000
30,5232,Pave,IR3,Bnk,Inside,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,BrkTil,No,680,FuseP,764,0,1,2,1,4,Detchd,2,504,WD,Normal,73000
78,12090,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,MetalSd,MetalSd,CBlock,No,1422,SBrkr,1422,0,2,3,1,7,Attchd,2,576,WD,Normal,175500
70,11207,Pave,IR1,HLS,FR2,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Av,802,SBrkr,802,709,2,3,1,8,Attchd,2,413,WD,Normal,185000
60,8400,Pave,Reg,Bnk,Inside,1Fam,2.5Fin,Gable,Wd Sdng,Wd Sdng,PConc,No,720,SBrkr,1052,720,2,4,1,8,Detchd,1,240,WD,Normal,179500
71,6900,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,CBlock,No,740,SBrkr,778,0,1,2,1,4,Detchd,1,924,WD,Normal,120500
NA,7917,Pave,IR1,Lvl,Corner,1Fam,1Story,Hip,HdBoard,HdBoard,CBlock,No,1143,SBrkr,1113,0,1,3,1,6,Attchd,1,504,WD,Normal,148000
84,10728,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Mn,1095,SBrkr,1095,844,2,3,1,8,Attchd,3,1053,New,Partial,266000
73,39104,Pave,IR1,Low,CulDSac,1Fam,1Story,Flat,Plywood,Plywood,CBlock,Gd,1385,SBrkr,1363,0,1,2,1,5,Attchd,2,439,WD,Normal,241500
92,11764,Pave,IR1,Lvl,CulDSac,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,1152,SBrkr,1164,1106,2,4,1,9,Attchd,3,671,WD,Normal,290000
80,9600,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,CBlock,No,1240,SBrkr,1632,0,2,3,1,6,Attchd,1,338,WD,Normal,139000
76,8314,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,HdBoard,ImStucc,CBlock,Gd,816,SBrkr,816,0,1,2,1,5,Attchd,1,264,WD,Normal,124500
55,7264,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,BrkTil,No,952,SBrkr,952,596,2,3,1,5,Detchd,2,672,WD,Normal,205000
129,9196,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1560,SBrkr,1560,0,2,3,1,7,Attchd,2,573,WD,Normal,201000
140,19138,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,VinylSd,VinylSd,CBlock,No,864,SBrkr,864,0,1,2,1,4,Detchd,2,400,WD,Normal,141000
107,14450,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,CemntBd,CmentBd,PConc,Gd,2121,SBrkr,2121,0,2,3,1,8,Attchd,3,732,New,Partial,415298
83,10005,Pave,Reg,Lvl,Inside,1Fam,2Story,Hip,Plywood,Plywood,CBlock,No,1160,SBrkr,1156,866,2,4,1,8,Attchd,2,505,WD,Normal,192000
82,11287,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,Plywood,Plywood,CBlock,Av,807,SBrkr,1175,807,2,3,1,7,Attchd,2,575,WD,Normal,228500
60,7200,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1262,SBrkr,1262,0,2,2,1,5,Attchd,2,572,New,Partial,185000
34,5063,Pave,Reg,Lvl,Inside,Twnhs,1Story,Gable,VinylSd,VinylSd,PConc,No,1314,SBrkr,1314,0,2,2,1,6,Attchd,2,626,ConLw,Normal,207500
74,9612,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1468,SBrkr,1468,0,2,3,1,6,Attchd,3,898,New,Partial,244600
50,8012,Pave,Reg,Lvl,Inside,TwnhsE,1Story,Gable,Plywood,ImStucc,PConc,No,1575,SBrkr,1575,0,2,2,1,5,Attchd,2,529,WD,Normal,179200
35,4251,Pave,IR1,Lvl,Inside,TwnhsE,2Story,Gable,MetalSd,MetalSd,PConc,No,625,SBrkr,625,625,2,2,1,5,Detchd,2,528,New,Partial,164700
